All Players Projections MLB Scoring Stats - Average									
Player	Action	Team	ERA	INN	K	S	W	WHIP	Rank
Valdez, Eddy RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	4074
Mahon, Reid RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	4076
Marti, Yadel SP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	4077
Erlin, Robbie SP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	4078
Guerrieri, Taylor P TB	-	Free Agent	N/A	0.0	0	0	0	N/A	4081
Korpi, Wade P MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	4083
Lugo, Ruddy RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	4086
Graham, Andrew RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	4089
Gaffney, Scott P CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	4092
Stutes, Kyle RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	4094
Driskill, Travis RP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	4096
Martin, Tom RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	4099
Odorizzi, Jake SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	4102
De Paula, Jose SP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	4104
Windsor, Jason SP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	4108
Otero, Dan RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	4111
Perez, Odalis SP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	4115
Megrew, Mike RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	4116
Poveda, Omar SP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	4119
Jackson, Jay SP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	4120
McBride, Macay RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	4121
Buzachero, Bubbie RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	4123
Baker, Brad RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	4124
Colvin, Brody SP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	4127
Sandoval, Juan SP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	4128
Buschmann, Matt RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	4133
Garceau, Shaun RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	4134
Estrada, Paul RP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	4137
Browning, Barret RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	4138
Meque, Jacobo RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	4141
Banwart, Travis P OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	4142
Snyder, Ben SP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	4144
Van Benschoten, John SP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	4146
Mildren, Paul SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	4147
White, Steven SP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	4151
Muyco, Dionisio RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	4155
Deza, Fredy SP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	4157
Bernero, Adam RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	4160
Smith, Will SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	4162
Mathes, J.R. SP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	4167
Shafer, David RP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	4169
Trubee, Luke RP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	4171
Scarpetta, Cody SP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	4173
Gothreaux, Jared SP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	4174
Cassidy, Scott RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	4175
Riordan, Cory SP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	4176
Crouthers, Dave RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	4178
Rodriguez, Derek RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	4179
Bumatay, Mike RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	4183
Rohrbough, Cole SP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	4186
Meaux, Ryan RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	4193
Orvella, Chad RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	4197
Bailey, Cory RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	4200
Chapman, Jaye P ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	4205
Sequea, Jacobo RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	4207
Connolly, Jon SP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	4209
Stanczyk, Ben RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	4211
Holdzkom, Lincoln RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	4212
Childers, Jason RP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	4213
Ward, Zachary RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	4216
Hernandez, Pedro SP CHW 	-	Free Agent	N/A	0.0	0	0	0	N/A	4220
Jang, Pil Joon SP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	4221
Italiano, Craig RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	4228
Hill, Danny RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	4230
Perkins, Vince RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	4233
Castro, Fabio RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	4234
Maestri, Alessandro RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	4236
Niesen, Eric SP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	4237
Estes, Shawn SP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	4244
Bierd, Randor RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	4253
Kim, Byung-Hyun RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	4254
Zimmermann, Bob RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	4255
Barthmaier, Jimmy SP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	4258
Feierabend, Ryan SP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	4260
Journell, Jimmy RP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	4261
Reynoso, Paulino RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	4262
Robles, Mauricio SP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	4263
Lentz, Richard RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	4264
Hampson, Justin SP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	4269
Gallo, Mike D. RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	4273
Sues, Jeff RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	4274
Johnson, Nathan RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	4278
Kemp, Beau RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	4282
Kahn, Stephen RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	4283
Lobstein, Kyle SP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	4285
Johnson, David RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	4287
Bueno, Francisley RP KC 	-	Free Agent	N/A	0.0	0	0	0	N/A	4289
Saarloos, Kirk RP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	4291
Gwyn, Marcus RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	4292
Gil, Francisco P NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	4293
Kown, Andrew RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	4294
Main, Michael SP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	4295
Isenberg, Kurt RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	4300
Solano, Javier P LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	4302
Santos, Victor RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	4303
Heyer, Craig RP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	4307
Jones, Greg RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	4308
Sanchez, Humberto SP NYY	-	SA`s	N/A	0.0	0	0	0	N/A	4309
Guerra, Deolis SP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	4310
Barbara, Michael RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	4311
Smit, Alexander RP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	4314
Zink, Charlie SP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	4318
Cheng, Chi-Hung SP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	4323
Espineli, Geno RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	4327
Johnson, Kris SP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	4331
Hyde, Lee RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	4332
Nelson, Brad RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	4333
Miller, Jason RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	4334
Johnson, Blake P KC	-	Free Agent	N/A	0.0	0	0	0	N/A	4337
Day, Dewon RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	4341
Johnson, Steven SP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	4343
Sharpe, Steven RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	4344
Ranaudo, Anthony SP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	4345
Romero, Felix RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	4348
Choi, Hyang-Nam RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	4349
Baker, Brian RP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	4351
Friedrich, Christian SP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	4352
Tamayo, Ignacio RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	4353
Ortiz, Joseph P TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	4358
Elliott, Matthew RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	4359
Gagne, Eric RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	4360
Jarrett, Sean P COL	-	Free Agent	N/A	0.0	0	0	0	N/A	4361
Rivas, Amaury SP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	4363
Brummett, Tyson P PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	4364
Montero, Oscar RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	4366
Roemer, Wes SP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	4367
Hunter, Brett RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	4371
Kinsey, Christopher RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	4373
Joseph, Donnie RP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	4375
Nageotte, Clint RP NYM	-	Disco Bush Horticulturists	N/A	0.0	0	0	0	N/A	4377
O'Connor, Brian P. RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	4378
Weathers, Casey RP CHC 	-	Free Agent	N/A	0.0	0	0	0	N/A	4383
Large, Terry RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	4387
Fiske, Justin RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	4391
Drake, Oliver SP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	4392
Mackintosh, Jason RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	4398
DeBarr, Nick RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	4411
Bradley, Jed P MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	4414
Corey, Mark RP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	4418
De Leon, Jorge RP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	4423
Plummer, Jarod RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	4425
Falkenborg, Brian RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	4426
Youman, Shane SP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	4427
Martinez, Michael RP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	4431
Luetge, Lucas RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	4432
Harrington, Matt RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	4433
Drese, Ryan SP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	4437
Hall, Bo RP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	4442
Hurley, Trevor P TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	4443
Zaleski, Matt RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	4445
Gibson, Kyle SP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	4447
Woodard, Robert RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	4450
Molina, Nestor SP CHW 	-	Free Agent	N/A	0.0	0	0	0	N/A	4457
West, Matt RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	4458
Geltz, Steven P LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	4462
Peralta, Wily SP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	4463
Erbe, Brandon SP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	4468
Capellan, Jose M. SP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	4471
Fernandez, Jose P MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	4472
Deschenes, Marc RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	4477
Friend, Justin RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	4478
Powell, Jeremy RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	4481
Wilson, Justin SP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	4482
Castillo, Jesus SP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	4484
Serrano, Alex RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	4488
Kelly, Joe SP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	4492
Pena, Luis RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	4493
Wood, Mike RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	4494
Vasquez, Jorge RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	4496
Oyervidez, Jose RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	4500
Perez, Wilfrido RP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	4501
Powers, Daniel RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	4503
Benacka, Mike RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	4505
Villafuerte, Brandon RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	4508
Foster, John RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	4511
Asadoorian, Rick RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	4514
Carter, Lance RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	4515
Freed, Mark RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	4519
Avery, James SP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	4520
Torres, Joe RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	4521
Snyder, Jason RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	4523
Corley, Tyson RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	4527
Randolph, Stephen RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	4534
Shortslef, Josh SP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	4536
Boleska, Tom P PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	4537
Rasner, Darrell SP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	4539
Scherer, Matt RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	4540
Aguilar, Omar RP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	4545
Doyne, Cory RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	4552
Oberholtzer, Brett SP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	4553
Pimentel, Julio SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	4556
DeHoyos, Gabe RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	4557
Bleich, Jeremy SP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	4559
Souza, Justin SP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	4561
Lahey, Tim RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	4565
Alderson, Tim SP PIT	-	Shits & Giggles	N/A	0.0	0	0	0	N/A	4568
Urdaneta, Lino RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	4569
Jones, Geoff RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	4572
Dove, Dennis RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	4574
Diaz, Joselo RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	4575
Pinango, Miguel RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	4576
Petrick, Billy RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	4577
Rondon, Hector SP CLE 	-	Free Agent	N/A	0.0	0	0	0	N/A	4580
Medlock, Calvin RP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	4581
Smyly, Drew SP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	4591
Demaria, Chris N. RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	4592
Paxton, James P SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	4594
Adam, Jason SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	4596
Lopez, Gonzalo RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	4597
Barone, Daniel SP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	4598
Kohn, Shawn RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	4602
Junge, Eric SP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	4604
Wimmers, Alex SP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	4606
Linares, Serguey SP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	4610
Tabor, Ronald RP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	4611
Tatusko, Ryan SP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	4612
Elarton, Scott SP PHI 	-	Free Agent	N/A	0.0	0	0	0	N/A	4614
Rosario, Adrian RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	4617
Gonzalez, Miguel A. RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	4618
McBryde, Jeremy RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	4619
Musgrave, Rob RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	4620
Meyer, Alex P WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	4622
Hernandez, Yoel RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	4627
De La Cruz, Kelvin SP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	4628
Speigner, Levale RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	4630
Newman, Josh RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	4631
Maldonado, Ivan RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	4632
Roehl, Scott RP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	4637
Gerbe, Jeff RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	4638
Webber, Nicholas RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	4639
Carr, Adam RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	4640
Vermilyea, Jamie RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	4643
Manning, Charlie RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	4644
Osuna, Edgar SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	4653
Abbott, James RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	4657
Kester, Tim RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	4658
Johnston, Mike RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	4660
Marek, Stephen SP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	4663
Rosario, Rodrigo SP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	4669
Garrison, Seth P BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	4670
Stertzbach, Von RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	4679
Uviedo, Ronald RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	4680
Jenkins, Chad SP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	4681
Bradley, Bobby RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	4684
McCormick, Mark RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	4686
Cassel, Jack SP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	4687
Cortez, Renee RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	4693
Malone, Corwin SP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	4695
Tejera, Michael RP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	4696
Brasier, Ryan RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	4703
Beliveau, Jeff RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	4709
German, Franklyn RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	4715
Villarreal, Oscar RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	4719
Oramas, Juan SP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	4720
Brazelton, Dewon SP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	4723
Vincent, Nick SP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	4726
Kibler, Jon SP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	4729
Alvarado, Carlos A. RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	4730
Verdugo, Ryan RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	4731
O'Malley, Ryan J. SP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	4734
Holliman, Mark SP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	4736
Chaffee, Ryan SP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	4737
Castillo, Lendy RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	4739
Simpson, Allan RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	4743
De Los Santos, Valerio SP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	4751
Hammond, Steven RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	4754
Halama, John SP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	4755
Familia, Jeurys SP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	4757
Phillips, Heath SP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	4759
Fultz, Aaron RP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	4761
Wahpepah, Joshua RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	4764
Magrane, Jim RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	4768
Wallach, Brett SP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	4773
Rivero, Raul RP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	4774
Pignatiello, Carmen RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	4779
Owens, Henry RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	4780
Bedrosian, Cam SP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	4783
Hynick, Brandon SP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	4787
Iwakuma, Hisashi SP SEA 	-	Free Agent	N/A	0.0	0	0	0	N/A	n/a
