All Players 3 Year Averages MLB Standard Stats															
Player	Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Value
O'Connor, Brian P. RP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3201
Nageotte, Clint RP NYM	Disco Bush Horticulturists	0.3	0.0	0	0	0	0	0	0	0	1	1	27.00	6.00	3202
Smith, Jesse RP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3206
Weathers, Casey RP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3209
Large, Terry RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3213
Tobin, Mason RP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3214
Texeira, Kanekoa RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3215
Fiske, Justin RP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3219
Glant, Dustin RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3223
Mackintosh, Jason RP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3225
Romero, Ricky SP TOR  	Sofa Kings	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3227
Chiavacci, Ron RP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3232
Maine, Scott P ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3233
Figaro, Alfredo SP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3234
DeBarr, Nick RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3243
Joaquin, Waldis RP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3245
Rust, Evan RP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3247
Hudson, Daniel SP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3248
Buglovsky, Christopher RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3249
Ballard, Michael SP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3252
Uehara, Koji RP BAL 	SA`s	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3253
Corey, Mark RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3254
Stark, Denny SP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3255
Vaughan, Beau RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3257
Rice, Scott RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3258
McGee, Jake SP TB	Whiteness	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3260
Lopez, Arturo A. RP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3262
Plummer, Jarod RP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3263
Brown, Brooks RP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3265
Walters, P.J. SP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3266
Martinez, Michael RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3271
Harrington, Matt RP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3274
De Los Santos, Fautino RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3279
Rivera, Mumba RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3283
Hall, Bo RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3284
Songster, Jud RP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3285
Lecure, Sam SP CIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3292
Woodard, Robert RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3294
McKiernan, Eddie RP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3295
Moreno, Edwin RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3298
Mattioni, Nick RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3299
Narron, Sam SP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3301
Aumont, Phillippe SP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3302
Erbe, Brandon SP BAL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3311
Stewart, Scott E. RP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3312
Capellan, Jose M. SP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3313
Deschenes, Marc RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3325
Martinez, Joe SP SF 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3326
Maxwell, Blake P BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3327
Powell, Jeremy P PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3331
Castillo, Jesus SP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3333
Houser, James SP TB	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3335
Infante, Gregory P CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3349
Pena, Luis RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3351
Marte, Victor M. RP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3353
Diaz, Felix RP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3355
Vasquez, Jorge RP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3357
Crawford, Tristan RP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3359
Campusano, Ed RP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3361
Perez, Martin SP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3364
Oyervidez, Jose RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3371
Perez, Wilfrido RP BAL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3372
Powers, Daniel RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3374
Waddell, Jason RP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3375
Mills, Brad RP TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3377
Villafuerte, Brandon RP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3381
Matusz, Brian SP BAL   	Whiteness	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3383
Foster, John RP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3386
Herndon, David P ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3390
Asadoorian, Rick RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3392
Freed, Mark RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3397
Avery, James SP CIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3399
Ray, Ronald RP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3400
McCutchen, Daniel SP PIT  	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3401
Torres, Joe RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3402
Snyder, Jason RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3404
Vargas, Jose RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3406
Kontos, George RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3407
Hernandez, David SP BAL  	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3414
Atlee, Thomas RP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3416
Shortslef, Josh SP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3417
Haigwood, Dan SP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3422
Scherer, Matt RP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3423
Bongiovanni, Vincent P ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3428
Fister, Doug W. RP SEA  	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3431
Mosebach, Bobby SP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3434
Pote, Lou RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3435
Aguilar, Omar RP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3440
Smith, Travis SP LA	Free Agent	1.3	0.3	0	0	0	0	0	0	0	0	2	6.75	1.50	3443
Rodriguez, Fernando SP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3444
Shappi, A.J. RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3446
Jeffress, Jeremy SP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3453
Gomes, Brandon RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3455
Thomas, Brad RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3457
Pimentel, Julio SP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3458
DeHoyos, Gabe RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3460
Gardner, Richie SP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3462
Bateman, Joe RP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3463
Moreno, Victor RP BAL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3464
Richardson, Dustin RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3466
Miller, Greg D. RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3467
Chacin, Jhoulys SP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3470
Harrell, Lucas SP CHW 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3472
Lahey, Tim RP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3475
Martinez, Cristhian RP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3477
Thompson, Aaron SP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3478
Butto, Francisco RP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3480
Alderson, Timothy SP PIT	Shits & Giggles	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3481
Jones, Geoff RP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3484
Cox, Bryson RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3485
Smith, Cody RP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3487
Rueckel, Danny RP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3490
Pinango, Miguel RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3491
Norris, Bud SP HOU  	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3493
Rondon, Hector SP CLE	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3497
Medlock, Calvin RP TB	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3499
Furnish, Brad RP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3504
Lujan, John RP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3505
Axelrod, Dylan RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3507
Core, Danny RP TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3520
Smith, Sean H. RP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3521
Segovia, Zack SP PHI	Free Agent	1.7	0.3	0	0	0	0	0	0	1	0	3	10.80	1.80	3524
Lopez, Gonzalo RP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3527
Kopp, David RP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3533
Kohn, Shawn RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3536
Junge, Eric SP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3538
Burke, Greg RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3543
Tucker, Glenn RP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3546
Linares, Serguey SP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3550
Thayer, Dale RP TB	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3551
Carrasco, Carlos SP CLE  	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3557
Gonzalez, Miguel RP BOS 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3558
McBryde, Jeremy RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3560
Link, Jon RP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3563
Maldonado, Ivan RP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3571
Anderson, Brian RP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3574
Roehl, Scott RP CLE	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3575
Gerbe, Jeff RP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3577
Webber, Nicholas RP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3578
Carr, Adam RP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3579
Ceda, Jose RP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3583
Tomoro, Denny RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3585
Castellanos, Hugo RP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3588
Rodriguez, Orlando RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3589
Hutchinson, Trevor RP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3594
Jukich, Ben SP CIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3595
Abbott, James RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3600
Kester, Tim RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3601
Johnston, Mike RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3605
Garcia, Christian SP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3606
Marek, Steve SP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3610
Jamison, Neil RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3611
Mills, Adam RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3614
Valdez, Jose RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3620
Rosario, Rodrigo SP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3623
Savery, Joe SP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3625
Caridad, Esmailin RP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3626
Phillips, Zachary RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3630
Spottiswood, William P ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3635
Gervacio, Sammy RP HOU	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3636
Cashner, Andrew SP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3638
Stertzbach, Von RP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3639
Uviedo, Ronald RP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3640
Bradley, Bobby RP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3643
Valentine, Joe RP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3644
McCormick, Mark RP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3646
Reckling, Trevor RP ANA 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3652
Hagerty, Luke RP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3653
Watson, Sean P CIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3654
Cortez, Renee RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3658
Malone, Corwin SP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3661
Tejera, Michael RP CLE	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3662
Feliz, Neftali SP TEX	SA`s	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3663
Brasier, Ryan P ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3669
Gregerson, Luke RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3670
Knotts, Gary RP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3678
Miller, Jeff RP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3680
Begg, Chris RP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3681
Berg, Justin SP CHC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3682
Garcia, Anderson RP SEA	Free Agent	0.3	0.0	0	0	0	0	0	0	0	0	1	0.00	3.00	3685
Dittler, Jake SP CLE	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3690
Ungs, Nick SP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3694
Tovar, Angel RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3697
Huerta, Edgar RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3698
Diamond, Thomas SP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3700
Sierra, Eduardo RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3701
Shoemaker, Scott RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3706
Schmidt, Nick RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3707
Swarzak, Anthony SP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3708
Mullins, Ryan RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3709
Matumoto, Jo RP TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3711
Claggett, Anthony RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3712
Lindsay, Shane SP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3717
Kibler, Jon SP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3719
Alvarado, Carlos A. RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3720
Holliman, Mark SP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3724
Mason, Chris SP TB	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3729
Hines, Carlos RP HOU	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3731
Berken, Jason SP BAL 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3732
Overholt, Patrick RP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3735
Hammond, Steven RP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3743
Vasquez, Esmerling SP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3745
Wahpepah, Joshua RP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3749
Laughter, Andrew RP TEX	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3751
Oldham, Thomas RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3753
Magrane, Jim RP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3754
Egbert, Jack SP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3758
Rall, Tim RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3761
Trolia, Aaron RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3764
Liotta, Ray SP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3765
Hedrick, Justin RP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3767
Basner, Ryan RP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3773
Hynick, Brandon SP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	3778
