All Relief Pitchers 3 Year Averages MLB Standard Stats
Player,Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank	
"Tovar, Angel RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Villarreal, Oscar RP BOS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Frontz, Neal RP TB"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Huerta, Edgar RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Sierra, Eduardo RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Shoemaker, Scott RP TEX"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Schmidt, Nick RP COL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Sartor, Matthew RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Whitley, Chase RP NYY"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Ormond, Rodney RP TOR"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Takahashi, Ken RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Mullins, Ryan RP MIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Doyle, Jared RP ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Matumoto, Jo RP TOR"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Claggett, Anthony RP PIT"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Barry, Kevin RP ATL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Van Buren, Jermaine RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Harker, Brett RP MIA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Huntzinger, Brock P BOS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Robbins, Jake RP CIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Paredes, Edward RP CLE"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Claiborne, Preston P NYY"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Diaz, Amalio P LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Alvarado, Carlos A. RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Gunderson, Kevin RP ATL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"De La Cruz, Julio RP KC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Smith, Matt J. RP CHC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Gonzalez, Luis E. RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hines, Carlos RP HOU"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Thielbar, Caleb RP MIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Wilson, Alex RP BOS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Speier, Justin RP COL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bale, John RP DET"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Simpson, Allan RP PIT"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Overholt, Patrick RP PHI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Nunez, Jhonny RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Green, Matthew RP ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Paronto, Chad RP BOS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Parr, James R. RP ATL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Stroman, Marcus RP TOR"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hammond, Steven RP MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Fultz, Aaron RP CIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Wahpepah, Joshua RP MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Laughter, Andrew RP TEX"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Valenzuela, Sergio RP CIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Lowey, Josh P ATL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Sturdevant, Tyler RP CLE"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Oldham, Thomas RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Magrane, Jim RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hynes, Colt RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"DePaula, Julio RP TB"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Loosen, Matt RP CHC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hayes, Drew RP CIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Rivero, Raul RP BAL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Shell, Steven RP KC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Rall, Tim RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Trolia, Aaron RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Stemle, Steve RP KC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Downs, Brodie RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hedrick, Justin RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Pignatiello, Carmen RP CHC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Owens, Henry RP MIA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bray, Steve RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Basner, Ryan RP ATL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Klatt, Ryan RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Pena, Tony RP BOS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Sanchez, Duaner RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Rice, Jason RP ATL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Colome, Jesus RP TEX"	Free Agent	5.7	0	0	0	0	0	0	0	5	4	5	4.765	1.5882	4972
"Rincon, Juan RP LAD"	Free Agent	0.7	0	0	0	0	0	0	0	1	1	1	0.000	3.0000	4979
"Smith, Chris RP SEA"	Free Agent	1.0	0	0	0	0	0	0	0	1	0	1	9.000	1.0000	4980
"Parrish, John RP KC"	Free Agent	2.0	0	0	0	0	0	0	1	1	2	1	4.500	1.5000	4984
"Villar, Henry RP HOU"	Free Agent	2.0	0	0	0	0	0	0	0	1	1	2	4.500	1.5000	4984
"Link, Jon RP BAL"	Free Agent	3.0	0	0	0	0	0	0	0	1	1	4	3.000	1.6667	4986
"Ramirez, Edwar RP OAK"	Free Agent	3.7	0	0	0	0	0	0	0	3	3	3	4.909	1.6364	4989
"Stinson, Josh RP MIL"	Free Agent	11.3	0	0	0	0	1	0	0	6	6	10	4.765	1.4118	5001
"English, Jesse RP WAS"	Free Agent	2.3	0	0	0	0	0	0	0	1	1	3	3.857	1.7143	5002
"Magnuson, Trystan RP TOR"	Free Agent	7.3	0	0	0	0	0	0	0	6	2	8	6.136	1.3636	5003
"Whelan, Kevin RP NYY"	Free Agent	0.7	0	0	0	0	0	0	0	0	2	0	0.000	3.0000	5004
"Bergmann, Jason RP BOS"	Free Agent	0.7	0	0	0	0	0	0	0	1	0	1	13.500	1.5000	5006
"Eveland, Dana RP BAL"	Free Agent	38.7	6	2	0	2	3	0	0	19	17	44	5.353	1.5776	5007
"Dumatrait, Phil RP MIN"	Free Agent	20.7	0	0	0	0	2	0	0	14	12	22	3.919	1.6452	5008
"Cordero, Chad RP TOR"	Free Agent	3.3	0	0	0	0	0	0	0	2	2	3	5.400	1.5000	5009
"Boyer, Blaine RP KC"	Free Agent	21.3	0	0	0	1	1	0	1	10	10	24	5.062	1.5938	5014
"Rodriguez, Rafael RP ARI"	Free Agent	1.7	0	0	0	0	0	0	0	1	1	2	5.400	1.8000	5015
"Tucker, Ryan RP LAD"	Free Agent	1.7	0	0	0	0	0	0	0	1	1	2	5.400	1.8000	5015
"Hendrickson, Mark RP BAL"	Free Agent	28.7	0	0	0	1	2	0	1	20	9	37	5.337	1.6047	5018
"Machi, Jean RP SF"	Free Agent	6.7	0	0	0	0	0	0	0	4	1	7	6.750	1.2000	5021
"Cortes, Dan RP SEA"	Free Agent	5.3	0	0	0	0	1	0	0	3	3	5	5.062	1.5000	5023
"Oliveros, Lester RP MIN"	Free Agent	11.3	0	0	0	0	0	0	0	7	6	11	4.765	1.5000	5024
"James, Justin RP MIL"	Free Agent	1.3	0	0	0	0	0	0	0	2	1	2	6.750	2.2500	5026
"Dickson, Brandon RP STL"	Free Agent	7.3	0	0	0	0	0	0	0	6	2	10	4.909	1.6364	5027
"Meredith, Cla RP WAS"	Free Agent	5.0	0	0	0	0	1	0	0	2	1	6	5.400	1.4000	5028
"Hinshaw, Alex RP TOR"	Free Agent	9.3	0	0	0	0	0	0	0	12	7	9	5.786	1.7143	5030
"Richmond, Scott RP TOR"	Free Agent	1.0	0	0	0	0	0	0	0	1	0	2	9.000	2.0000	5032
"Fox, Matt RP SEA"	Free Agent	2.3	0	0	0	0	0	0	0	0	1	3	3.857	1.7143	5034
"Olson, Garrett RP OAK"	Free Agent	14.0	0	0	0	0	1	0	0	12	6	16	5.143	1.5714	5036
"Rosa, Carlos RP ARI"	Free Agent	6.7	0	0	0	0	1	0	0	3	4	7	4.050	1.6500	5038
"Brazoban, Yhency RP ARI"	Free Agent	3.0	0	0	0	0	0	0	0	4	2	4	6.000	2.0000	5039
"Palmer, Matt RP LAD"	Free Agent	17.0	1	0	0	1	1	0	0	9	9	20	5.294	1.7059	5049
"Gordon, Brian RP OAK"	Free Agent	5.3	1	0	0	0	0	0	0	2	2	6	5.062	1.5000	5051
"Herrera, Danny RP NYM"	Free Agent	11.0	0	0	0	0	1	0	0	6	3	15	4.091	1.6364	5052
"Green, Sean RP TEX"	Free Agent	7.0	0	0	0	0	0	0	0	6	5	7	5.143	1.7143	5054
"Martinez, Joe RP CLE"	Free Agent	7.0	0	0	0	0	0	0	0	3	3	9	3.857	1.7143	5056
"Parker, Blake RP CHC"	Free Agent	2.0	0	0	0	0	0	0	0	2	2	3	4.500	2.5000	5057
"Font, Wilmer RP TEX "	Free Agent	1.0	0	0	0	0	0	0	0	0	2	0	9.000	2.0000	5060
"Carignan, Andrew RP OAK "	Free Agent	8.0	0	0	0	0	0	0	0	6	6	8	4.500	1.7500	5061
"Hottovy, Tommy RP TOR"	Free Agent	6.7	0	0	0	0	0	0	0	4	4	8	4.050	1.8000	5062
"Ring, Royce RP COL"	Free Agent	0.7	0	0	0	0	0	0	0	1	1	1	13.500	3.0000	5063
"Todd, Jess RP STL"	Free Agent	2.0	0	0	0	0	0	0	0	3	1	3	9.000	2.0000	5064
"Fisher, Carlos RP CIN"	Free Agent	15.3	0	0	0	0	1	0	0	13	8	16	5.283	1.5652	5065
"Wilson, Justin RP PIT"	Free Agent	4.7	0	0	0	0	0	0	0	7	3	10	1.929	2.7857	5066
"Marinez, Jhan RP CHW"	Free Agent	1.7	0	0	0	0	0	0	1	1	2	2	5.400	2.4000	5067
"Marte, Victor RP STL"	Free Agent	22.7	0	0	0	2	1	0	1	18	10	30	6.750	1.7647	5068
"Viola, Pedro RP BAL"	Free Agent	1.7	0	0	0	0	0	0	0	2	1	2	10.800	1.8000	5069
"Wagner, Neil RP TOR"	Free Agent	2.7	0	0	0	0	0	0	0	2	2	3	6.750	1.8750	5070
"Ambriz, Hector RP HOU"	Free Agent	22.7	0	0	0	0	1	0	0	20	9	27	5.162	1.5882	5071
"Beck, Chad RP TOR"	Free Agent	9.0	0	0	0	0	0	0	0	6	2	11	6.000	1.4444	5073
"James, Chuck RP NYM"	Free Agent	5.3	0	0	0	0	0	0	0	4	2	6	6.750	1.5000	5074
"Tankersley, Taylor RP NYM"	Free Agent	4.0	0	0	0	0	0	0	1	2	2	4	6.750	1.5000	5075
"Tobin, Mason RP SF"	Free Agent	2.7	0	0	0	0	0	0	0	0	2	2	6.750	1.5000	5076
"Stetter, Mitch RP LAA"	Free Agent	3.7	0	0	0	0	0	0	0	3	1	5	7.364	1.6364	5077
"Houser, James RP MIA"	Free Agent	0.3	0	0	0	0	0	0	0	0	0	1	27.000	3.0000	5078
"Albaladejo, Jonathan RP MIA"	Free Agent	4.7	0	0	0	0	0	0	0	3	3	5	5.786	1.7143	5082
"Beltre, Omar RP TEX"	Free Agent	2.3	1	0	0	0	0	0	0	3	2	3	7.714	2.1429	5085
"Geltz, Steven RP LAA"	Free Agent	2.0	0	0	0	0	0	0	0	1	3	2	4.500	2.5000	5087
"Taylor, Andrew RP LAA"	Free Agent	0.7	0	0	0	0	0	0	0	0	1	1	13.500	3.0000	5089
"Strickland, Scott RP MIA"	Free Agent	0.7	0	0	0	0	0	0	0	0	0	2	13.500	3.0000	5089
"Ascanio, Jose RP LAD"	Free Agent	2.0	0	0	0	0	0	0	0	2	1	3	9.000	2.0000	5091
"Valdez, Merkin RP OAK"	Free Agent	2.0	0	0	0	0	0	0	0	2	1	3	9.000	2.0000	5091
"Thompson, Brad RP MIN"	Free Agent	6.7	0	0	0	0	1	0	0	3	1	8	6.750	1.3500	5093
"Daley, Matt RP NYY"	Free Agent	9.7	0	0	0	0	0	0	0	8	4	12	5.586	1.6552	5094
"Familia, Jeurys RP NYM"	Free Agent	12.3	1	0	0	0	0	0	0	10	9	10	5.838	1.5405	5095
"Asencio, Jairo RP MIL"	Free Agent	17.0	0	0	0	0	0	0	0	12	8	18	5.294	1.5294	5096
"DiFelice, Mark RP MIL"	Free Agent	1.3	0	0	0	0	0	0	0	2	1	2	13.500	2.2500	5098
"Manship, Jeff RP COL"	Free Agent	18.0	0	0	0	1	0	0	0	12	6	23	6.500	1.6111	5099
"Accardo, Jeremy RP WAS"	Free Agent	27.3	0	0	0	1	1	0	0	18	12	32	5.598	1.6098	5100
"Maloney, Matt RP MIN"	Free Agent	16.7	1	0	0	1	2	0	0	10	3	24	6.480	1.6200	5101
"Mulvey, Kevin RP ARI"	Free Agent	1.0	0	0	0	0	0	0	0	0	1	2	9.000	3.0000	5102
"Stevens, Jeff RP NYM"	Free Agent	8.3	0	0	0	0	0	0	0	6	6	8	5.400	1.6800	5103
"Abad, Fernando RP WAS"	Free Agent	28.3	2	0	0	0	4	0	1	22	11	33	5.082	1.5529	5104
"Richardson, Dustin RP ATL"	Free Agent	4.3	0	0	0	0	0	0	0	4	5	5	4.154	2.3077	5105
"Bisenius, Joe RP WAS"	Free Agent	1.7	0	0	0	0	0	0	0	2	2	2	10.800	2.4000	5108
"Zagurski, Mike RP PIT"	Free Agent	16.0	0	0	0	0	0	0	0	16	9	16	6.188	1.5625	5109
"Carpenter, Drew RP CHC"	Free Agent	9.0	0	0	0	0	0	0	0	9	4	10	7.000	1.5556	5110
"Diamond, Thomas RP CHC"	Free Agent	9.7	1	0	0	0	1	0	0	12	6	11	6.517	1.7586	5111
"Cabrera, Fernando RP LAA"	Free Agent	0.3	0	0	0	0	0	0	0	0	1	1	27.000	6.0000	5112
"Mitchell, D.J. RP SEA"	Free Agent	4.7	0	0	0	0	0	0	0	2	3	7	3.857	2.1429	5113
"Mathieson, Scott RP PHI"	Free Agent	2.3	0	0	0	0	0	0	0	2	2	5	3.857	3.0000	5115
"Stange, Daniel RP SD"	Free Agent	1.3	0	0	0	0	0	0	0	1	2	1	13.500	2.2500	5117
"Caridad, Esmailin RP CHC"	Free Agent	1.3	0	0	0	0	0	0	1	1	2	1	13.500	2.2500	5117
"Gervacio, Sammy RP HOU"	Free Agent	1.3	0	0	0	0	0	0	0	1	2	1	13.500	2.2500	5117
"Mickolio, Kam RP ARI"	Free Agent	3.3	0	0	0	0	0	0	0	4	2	5	8.100	2.1000	5120
"Augenstein, Bryan RP MIN"	Free Agent	2.0	0	0	0	0	0	0	0	2	1	4	9.000	2.5000	5121
"Sinkbeil, Brett RP MIA"	Free Agent	0.7	0	0	0	0	0	0	0	0	2	1	13.500	4.5000	5123
"Korecky, Bobby RP TOR"	Free Agent	1.0	0	0	0	0	0	0	0	0	1	1	18.000	2.0000	5124
"Gabino, Armando RP BAL"	Free Agent	1.7	0	0	0	0	0	0	0	1	1	3	10.800	2.4000	5126
"Gallagher, Sean RP CIN"	Free Agent	19.3	0	0	0	1	0	0	0	14	14	21	5.586	1.8103	5127
"Valdez, Jose RP HOU"	Free Agent	8.7	0	0	0	0	0	0	0	8	5	10	6.231	1.7308	5128
"Socolovich, Miguel RP CHC"	Free Agent	16.3	0	0	0	0	0	0	1	12	9	15	6.061	1.4694	5129
"Kroenke, Zach RP ARI"	Free Agent	3.7	0	0	0	0	0	0	0	2	2	5	7.364	1.9091	5131
"Joaquin, Waldis RP WAS"	Free Agent	3.7	0	0	0	0	0	0	0	2	3	4	7.364	1.9091	5131
"Sborz, Jay RP ATL"	Free Agent	0.3	0	0	0	0	0	0	0	0	0	1	54.000	3.0000	5133
"Ramirez, Horacio RP LAA"	Free Agent	4.7	0	0	0	0	0	0	0	2	1	8	5.786	1.9286	5135
"Shields, Scot RP LAA"	Free Agent	15.3	0	0	0	0	1	0	0	13	11	15	5.283	1.6957	5136
"Loux, Shane RP SF"	Free Agent	25.3	0	0	0	1	0	0	0	9	9	32	4.974	1.6184	5137
"Broderick, Brian RP STL"	Free Agent	6.0	0	0	0	0	0	0	0	2	2	8	6.000	1.6667	5138
"Taschner, Jack RP LAD"	Free Agent	6.7	0	0	0	0	0	0	0	6	4	8	6.750	1.8000	5141
"Vargas, Claudio RP TOR"	Free Agent	6.7	0	0	0	0	0	0	0	6	3	9	6.750	1.8000	5141
"Grabow, John RP LAD"	Free Agent	29.3	0	0	0	1	1	0	0	19	14	34	5.523	1.6364	5143
"Delaney, Rob RP BAL"	Free Agent	2.0	0	0	0	0	0	0	0	1	3	2	9.000	2.5000	5144
"Rupe, Josh RP BAL"	Free Agent	8.0	0	0	0	0	0	0	0	5	4	10	5.625	1.7500	5145
"Majewski, Gary RP HOU"	Free Agent	0.7	0	0	0	0	0	0	0	0	0	2	27.000	3.0000	5146
"Lincoln, Mike RP CIN"	Free Agent	6.7	0	0	0	0	0	0	0	4	3	8	6.750	1.6500	5147
"Coello, Robert RP LAA"	Free Agent	4.0	0	0	0	0	0	0	0	5	3	5	9.000	2.0000	5148
"Thompson, Aaron RP MIN"	Free Agent	2.7	0	0	0	0	0	0	0	0	2	4	6.750	2.2500	5149
"Chavez, Jesse RP OAK"	Free Agent	31.7	1	0	0	2	2	0	0	28	13	38	7.389	1.6105	5150
"Cleto, Maikel RP STL"	Free Agent	6.7	0	0	0	0	0	0	0	10	3	10	8.100	1.9500	5151
"Ortiz, Russ RP LAD"	Free Agent	2.3	0	0	0	0	0	0	0	2	2	3	11.571	2.1429	5152
"Farquhar, Danny RP SEA"	Free Agent	1.0	0	0	0	0	0	0	0	0	1	2	18.000	3.0000	5153
"Bonser, Boof RP SF"	Free Agent	8.3	0	0	0	0	0	0	0	6	3	11	6.480	1.6800	5154
"Lewis, Rommie RP ARI"	Free Agent	8.0	0	0	0	0	0	0	0	7	3	11	6.750	1.7500	5155
"Judy, Josh RP CIN"	Free Agent	7.0	0	0	0	0	0	0	0	5	2	9	7.714	1.5714	5156
"VandenHurk, Rick RP PIT"	Free Agent	9.7	1	0	0	0	1	0	0	9	6	11	6.517	1.7586	5159
"Figaro, Alfredo RP MIL"	Free Agent	5.0	0	0	0	0	1	0	0	2	3	6	7.200	1.8000	5161
"Gonzalez, Enrique RP DET"	Free Agent	11.7	0	0	0	0	0	0	0	5	8	11	5.400	1.6286	5163
"Ramirez, Elvin RP NYM"	Free Agent	10.7	0	0	0	0	0	0	0	11	10	12	5.062	2.0625	5164
"Nelson, Joe RP SEA"	Free Agent	2.7	0	0	0	0	0	0	0	3	2	5	10.125	2.6250	5167
"Berg, Justin RP CHC"	Free Agent	17.3	0	0	0	0	0	0	0	7	9	19	4.673	1.6154	5168
"Bass, Brian RP PHI"	Free Agent	2.3	0	0	0	0	0	0	0	2	3	3	11.571	2.5714	5169
"Crawford, Evan RP TOR"	Free Agent	8.0	0	0	0	0	0	0	0	5	4	10	6.750	1.7500	5172
"Perez, Martin SP TEX"	User Abuser	38.0	6	2	0	1	4	0	0	25	15	47	5.447	1.6316	5173
"Paterson, Joe RP ARI"	Free Agent	18.3	0	0	0	0	2	0	0	14	9	22	5.400	1.6909	5175
"White, Sean RP COL"	Free Agent	11.3	0	0	0	0	0	0	1	5	4	15	5.559	1.6765	5177
"Otero, Dan RP SF"	Free Agent	12.3	0	0	0	0	0	0	0	8	2	19	5.838	1.7027	5178
"Thompson, Daryl RP MIN"	Free Agent	1.3	0	0	0	0	0	0	0	0	2	3	13.500	3.7500	5179
"Lindsay, Shane RP LAD"	Free Agent	2.0	0	0	0	0	0	0	0	2	2	4	13.500	3.0000	5182
"Colon, Roman RP KC"	Free Agent	3.3	0	0	0	0	0	0	0	1	2	6	8.100	2.4000	5183
"Ni, Fu-Te RP DET"	Free Agent	7.7	0	0	0	0	0	0	0	7	6	9	7.043	1.9565	5184
"Pendleton, Lance RP HOU"	Free Agent	9.3	0	0	0	0	0	0	0	6	6	10	6.750	1.7143	5185
"Sampson, Chris RP HOU"	Free Agent	10.0	0	0	0	0	0	0	1	5	3	14	6.300	1.7000	5186
"Jackson, Steven RP LAD"	Free Agent	3.7	0	0	0	0	0	0	0	2	2	6	9.818	2.1818	5188
"Carpenter, Chris RP BOS"	Free Agent	8.0	0	0	0	0	0	0	0	5	8	10	4.500	2.2500	5189
"Mathis, Doug RP MIA"	Free Agent	7.3	0	0	0	0	0	0	0	3	4	10	6.136	1.9091	5190
"Thomas, Justin RP OAK"	Free Agent	7.0	0	0	0	0	0	0	0	4	3	11	6.429	2.0000	5191
"Mata, Frank RP MIA"	Free Agent	5.7	0	0	0	0	0	0	0	3	3	8	7.941	1.9412	5192
"Perez, Oliver RP SEA"	Free Agent	25.3	2	1	0	0	3	0	1	20	17	27	4.974	1.7368	5193
"Bruney, Brian RP CHW"	Free Agent	12.7	0	0	0	1	1	0	0	11	11	16	7.105	2.1316	5194
"Atkins, Mitch RP WAS"	Free Agent	7.0	1	0	0	0	0	0	0	6	3	11	7.714	2.0000	5199
"Billings, Bruce RP OAK"	Free Agent	3.3	0	0	0	0	0	0	0	4	3	6	10.800	2.7000	5200
"Buente, Jay RP TB"	Free Agent	5.3	0	0	0	0	0	0	0	4	5	8	6.750	2.4375	5201
"Fick, C.J. RP HOU"	Free Agent	24.7	0	0	0	0	1	0	0	17	18	27	4.378	1.8243	5202
"Ledezma, Wil RP LAD"	Free Agent	8.7	0	0	0	0	1	0	0	9	4	12	8.308	1.8462	5203
"Texeira, Kanekoa RP CIN"	Free Agent	22.7	0	0	0	0	0	0	0	11	9	29	4.765	1.6765	5205
"Proctor, Scott RP SF"	Free Agent	15.3	0	0	0	1	2	0	1	12	12	18	7.043	1.9565	5206
"Rivera, Saul RP CLE"	Free Agent	1.3	0	0	0	0	0	0	0	0	1	4	20.250	3.7500	5207
"Worrell, Mark RP BAL"	Free Agent	1.0	0	0	0	0	0	0	0	2	1	3	36.000	4.0000	5209
"Grimm, Justin RP TEX"	Free Agent	14.0	2	1	0	1	1	0	0	13	3	22	9.000	1.7857	5210
"Penn, Hayden RP PIT"	Free Agent	0.7	0	0	0	0	0	0	0	0	1	3	40.500	6.0000	5211
"Valdez, Cesar RP PIT"	Free Agent	6.7	1	0	0	0	1	0	0	4	3	10	8.100	1.9500	5212
"Meyer, Dan RP PHI"	Free Agent	3.0	0	0	0	0	0	0	0	1	4	5	9.000	3.0000	5213
"Wood, Tim RP MIN"	Free Agent	12.0	0	0	0	0	1	0	1	4	8	14	5.250	1.8333	5216
"De La Rosa, Dane RP TB"	Free Agent	6.0	0	0	0	0	0	0	0	6	2	8	12.000	1.6667	5217
"Coleman, Casey RP CHC"	Free Agent	55.3	9	3	0	2	4	0	0	39	28	65	5.693	1.6807	5218
"Schlitter, Brian RP CHC"	Free Agent	2.7	0	0	0	0	0	0	0	2	2	6	13.500	3.0000	5219
"Harris, William RP COL"	Free Agent	17.7	0	0	0	1	1	0	0	19	6	27	8.151	1.8679	5220
"Hoey, Jim RP MIL"	Free Agent	12.3	0	0	0	0	1	0	0	7	6	17	5.838	1.8649	5221
"Stokes, Brian RP TOR"	Free Agent	5.7	0	0	0	0	0	0	0	5	5	9	7.941	2.4706	5222
"Chulk, Vinnie RP MIL"	Free Agent	9.0	0	0	0	1	0	0	0	10	4	17	10.000	2.3333	5223
"Sanit, Amauri RP NYY"	Free Agent	3.3	0	0	0	0	0	0	0	2	2	6	13.500	2.4000	5226
"Rosario, Sandy RP SF"	Free Agent	2.7	0	0	0	0	0	0	0	1	1	7	13.500	3.0000	5227
"Lueke, Josh RP TB"	Free Agent	18.0	0	0	0	0	0	0	0	16	8	22	7.000	1.6667	5228
"Burns, Cory RP TEX"	Free Agent	18.0	0	0	0	0	1	0	0	18	10	26	5.500	2.0000	5230
"Dyson, Sam RP MIA"	Free Agent	0.7	0	0	0	0	0	0	0	1	2	4	40.500	9.0000	5231
"Daigle, Casey RP SF"	Free Agent	3.3	0	0	0	0	0	0	0	2	2	8	10.800	3.0000	5232
"Crotta, Mike RP PIT"	Free Agent	5.3	0	0	0	0	0	0	0	4	2	10	10.125	2.2500	5234
"Carpenter, David RP ATL"	Free Agent	30.0	0	0	0	0	2	0	1	30	14	40	5.700	1.8000	5236
"Williams, Randy RP BOS"	Free Agent	11.0	0	0	0	0	1	0	0	9	9	16	5.727	2.2727	5237
